715.93,17049
716.04,17440
716.15,16984
716.26,17062
716.37,17249
716.48,16878
716.59,16185
716.7,15054
716.81,14598
716.92,14397
717.03,13455
717.14,14019
717.25,13977
717.36,13715
717.47,13518
717.58,11570
717.69,12003
717.8,14091
717.91,12569
718.02,11078
718.13,12969
718.24,15481
718.35,13800
718.46,12723
718.57,13736
718.68,12776
718.79,10830
718.9,9348
719.01,9499
719.12,13111
719.23,15691
719.34,14165
719.45,10958
719.56,10286
719.67,11266
719.78,12782
719.89,13696
720.0,12928
720.11,12620
720.22,12906
720.33,10540
720.44,10497
720.55,13289
720.66,12740
720.77,12376
720.88,12181
720.99,12402
721.1,14870
721.21,14897
721.32,14970
721.43,16182
721.54,16708
721.65,17052
721.76,16718
721.87,15709
721.98,15306
722.09,15700
722.21,16321
722.32,16943
722.43,17083
722.54,15702
722.65,14813
722.76,15537
722.87,16823
722.98,15269
723.09,14982
723.2,16193
723.31,16743
723.42,15143
723.53,12460
723.64,11059
723.75,10908
723.86,11393
723.97,14459
724.08,16200
724.19,15142
724.3,11936
724.41,12462
724.52,14321
724.63,12947
724.74,12481
724.85,13830
724.96,14079
725.07,15059
725.18,15522
725.29,14937
725.4,13800
725.51,11325
725.62,10099
725.73,13521
725.84,16141
725.95,15059
726.06,13728
726.17,14715
726.28,15049
726.39,14023
726.5,13618
726.61,14057
726.72,12239
726.83,11598
726.94,14381
727.05,16729
727.16,16008
727.27,15068
727.38,15514
727.49,14652
727.6,13368
727.71,13985
727.83,12750
727.94,10190
728.05,10238
728.16,12926
728.27,15362
728.38,15610
728.49,14941
728.6,15390
728.71,16389
728.82,16865
728.93,15457
729.04,13282
729.15,12998
729.26,12178
729.37,11658
729.48,12067
729.59,13072
729.7,13741
729.81,14170
729.92,15720
730.03,16649
730.14,15913
730.25,14857
730.36,14560
730.47,14287
730.58,12080
730.69,12008
730.8,14257
730.91,16089
731.02,15976
731.13,14278
731.24,12826
731.35,13197
731.47,14195
731.58,14869
731.69,15600
731.8,15373
731.91,14617
732.02,13677
732.13,13075
732.24,14864
732.35,16360
732.46,16710
732.57,17025
732.68,16568
732.79,16260
732.9,15613
733.01,15300
733.12,16186
733.23,16726
733.34,16248
733.45,16074
733.56,15585
733.67,15264
733.78,15883
733.89,16626
734.0,17473
734.11,17714
734.22,17539
734.33,17213
734.45,17400
734.56,17320
734.67,16149
734.78,16035
734.89,16932
735.0,17067
735.11,16340
735.22,15573
735.33,15902
735.44,16761
735.55,17088
735.66,16699
735.77,16697
735.88,16126
735.99,16115
736.1,16869
736.21,16702
736.32,16362
736.43,15956
736.54,15940
736.65,16449
736.76,16238
736.87,16655
736.98,16871
737.1,16563
737.21,16030
737.32,16323
737.43,17010
737.54,17004
737.65,17185
737.76,17108
737.87,17122
737.98,16862
738.09,17328
738.2,17373
738.31,17412
738.42,16917
738.53,16264
738.64,16217
738.75,16616
738.86,16779
738.97,16362
739.08,16422
739.19,15947
739.3,15818
739.42,16261
739.53,16597
739.64,16709
739.75,16928
739.86,16712
739.97,16792
740.08,17187
740.19,17164
740.3,16711
740.41,17015
740.52,17251
740.63,17611
740.74,17078
740.85,16993
740.96,16985
741.07,17192
741.18,16378
741.29,16017
741.4,16291
741.52,17139
741.63,17421
741.74,16458
741.85,16214
741.96,16583
742.07,17540
742.18,17383
742.29,17331
742.4,16998
742.51,16536
742.62,16219
742.73,16994
742.84,17324
742.95,17582
743.06,17657
743.17,17648
743.28,17510
743.39,17292
743.51,17367
743.62,17656
743.73,17760
743.84,17579
743.95,17461
744.06,17540
744.17,17695
744.28,17251
744.39,17233
744.5,17377
744.61,17416
744.72,17347
744.83,16868
744.94,16686
745.05,17109
745.16,17405
745.27,17647
745.39,17455
745.5,17747
745.61,17566
745.72,17533
745.83,17584
745.94,17520
746.05,17530
746.16,17569
746.27,17581
746.38,17286
746.49,16767
746.6,16674
746.71,17513
746.82,17640
746.93,17654
747.04,17611
747.16,17472
747.27,17536
747.38,17600
747.49,17563
747.6,17509
747.71,17497
747.82,17521
747.93,17388
748.04,17347
748.15,17720
748.26,17609
748.37,17600
748.48,17280
748.59,17491
748.7,17468
748.82,17594
748.93,17405
749.04,17675
749.15,17505
749.26,17466
749.37,17226
749.48,17195
749.59,17299
749.7,16646
749.81,16298
749.92,16753
750.03,17508
750.14,17517
750.25,17479
750.36,17533
750.48,17552
750.59,17643
750.7,17449
750.81,17252
750.92,17073
751.03,17190
751.14,17174
751.25,17146
751.36,16351
751.47,16450
751.58,17291
751.69,17219
751.8,17433
751.91,17374
752.03,17372
752.14,17597
752.25,17529
752.36,17630
752.47,17099
752.58,16826
752.69,17016
752.8,16941
752.91,17206
753.02,17520
753.13,17615
753.24,17515
753.35,16725
753.47,16952
753.58,17230
753.69,17312
753.8,17457
753.91,17474
754.02,17524
754.13,17541
754.24,17377
754.35,17425
754.46,17402
754.57,17286
754.68,17301
754.79,17400
754.9,17207
755.02,17077
755.13,17163
755.24,17217
755.35,17403
755.46,17404
755.57,17408
755.68,17158
755.79,16948
755.9,16649
756.01,17091
756.12,17194
756.23,17086
756.35,16964
756.46,17366
756.57,17049
756.68,17495
756.79,17360
756.9,17315
757.01,17079
757.12,16951
757.23,16777
757.34,17150
757.45,17564
757.56,17188
757.67,16796
757.79,16904
757.9,17317
758.01,17265
758.12,17410
758.23,17258
758.34,17163
758.45,17134
758.56,16929
758.67,16695
758.78,16487
758.89,16195
759.0,16467
759.12,17001
759.23,17219
759.34,17004
759.45,17081
759.56,15176
759.67,10998
759.78,6648
759.89,4759
760.0,4681
760.11,4638
760.22,3863
760.33,3112
760.45,2475
760.56,2093
760.67,1950
760.78,1953
760.89,2062
761.0,2266
761.11,2610
761.22,2779
761.33,3636
761.44,4196
761.55,4595
761.66,6353
761.78,7030
761.89,8213
762.0,11950
762.11,14758
762.22,13721
762.33,10851
762.44,9666
762.55,8350
762.66,6029
762.77,7139
762.88,8019
763.0,5811
763.11,5614
763.22,8056
763.33,7156
763.44,4862
763.55,6929
763.66,9284
763.77,6806
763.88,5200
763.99,8450
764.1,10364
764.22,7331
764.33,5799
764.44,9204
764.55,11787
764.66,8951
764.77,6652
764.88,9595
764.99,13015
765.1,11407
765.21,7963
765.32,9122
765.44,13106
765.55,13740
765.66,10515
765.77,8969
765.88,11914
765.99,14554
766.1,13546
766.21,10788
766.32,10226
766.43,13575
766.54,15517
766.66,14146
766.77,11802
766.88,12166
766.99,14771
767.1,16329
767.21,15539
767.32,13737
767.43,13502
767.54,15126
767.65,16618
767.77,16904
767.88,15366
767.99,14404
768.1,15172
768.21,16203
768.32,16392
768.43,16171
768.54,15315
768.65,15390
768.76,16402
768.87,16851
768.99,16728
769.1,16190
769.21,15635
769.32,15485
769.43,15664
769.54,16445
769.65,16575
769.76,16529
769.87,16108
769.98,16197
770.1,16071
770.21,15987
770.32,16474
770.43,16893
770.54,16752
770.65,16764
770.76,16985
770.87,17004
770.98,16917
771.09,17035
771.21,16711
771.32,16137
771.43,16334
771.54,16640
771.65,16091
771.76,15956
771.87,16417
771.98,16771
772.09,16617
772.2,16688
772.32,16706
772.43,16860
772.54,16616
772.65,16537
772.76,16533
772.87,16570
772.98,16233
773.09,16312
773.2,16724
773.31,16840
773.43,16878
773.54,16714
773.65,16624
773.76,16552
773.87,17131
773.98,17042
774.09,16976
774.2,16894
774.31,16817
774.42,16462
774.54,16108
774.65,16169
774.76,16666
774.87,16570
774.98,16335
775.09,15517
775.2,15669
775.31,16264
775.42,16411
775.54,16825
775.65,16722
775.76,16705
775.87,16996
775.98,16905
776.09,16782
776.2,16575
776.31,16478
776.42,16698
776.53,16711
776.65,16901
776.76,16735
776.87,16797
776.98,17111
777.09,16867
777.2,16930
777.31,16593
777.42,16797
777.53,16393
777.65,16214
777.76,16316
777.87,16554
777.98,16745
778.09,16879
778.2,16498
778.31,15912
778.42,16091
778.53,16580
778.65,16711
778.76,16608
778.87,16489
778.98,16787
779.09,16240
779.2,16097
779.31,16457
779.42,16790
779.53,16839
779.64,16650
779.76,16737
779.87,16669
779.98,16229
780.09,16033
780.2,16218
780.31,16241
